sample_id,tls_version,num_cipher_suites,num_extensions,num_curves,num_signature_algs,has_alpn,has_session_ticket,has_supported_groups,has_key_share,has_psk,has_early_data,cipher_suite_hash,num_cipher_suites_dup,cipher_aes_gcm,cipher_chacha,cipher_ecdhe_ecdsa,cipher_ecdhe_rsa,cipher_rsa_pss,cipher_has_weak,extension_set_hash,extension_order_hash,has_grease,grease_count,has_sni,has_padding,has_ech,has_app_proto,has_status_request,num_unique_extensions,curve_set_hash,has_x25519,has_secp256r1,has_secp384r1,sig_alg_set_hash,sig_ecdsa_sha256,sig_ecdsa_sha384,sig_rsa_pss_sha256,browser_family,browser_major_version,browser_minor_version,browser_patch_version,is_psk_variant,is_pq_variant,os_type,device_type,ua_browser_in_string,ua_version_presence,ua_has_platform,accept_lang_en,accept_lang_count,http2_capable,compression_methods_count,supported_versions_count,source_config,label_family,label_family_name,label_version,label_minor,label_patch,label_variant,grease_variant,session_id
sample_0035,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,1,2
sample_0036,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,2,0
sample_0037,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,2,1
sample_0038,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,2,2
sample_0039,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,3,0
sample_0040,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,3,1
sample_0041,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,3,2
sample_0042,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,4,0
sample_0043,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,4,1
sample_0044,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,105,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_105,0,chrome,105,0,0,0,4,2
sample_0045,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,0,0
sample_0046,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,0,1
sample_0047,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,0,2
sample_0048,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,1,0
sample_0049,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,1,1
sample_0050,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,1,2
sample_0051,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,2,0
sample_0052,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,2,1
sample_0053,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,2,2
sample_0054,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,3,0
sample_0055,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,3,1
sample_0056,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,3,2
sample_0057,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,4,0
sample_0058,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,4,1
sample_0059,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,106,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_106,0,chrome,106,0,0,0,4,2
sample_0060,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,0,0
sample_0061,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,0,1
sample_0062,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,0,2
sample_0063,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,1,0
sample_0064,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,1,1
sample_0065,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,1,2
sample_0066,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,2,0
sample_0067,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,2,1
sample_0068,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,2,2
sample_0069,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,3,0
sample_0070,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,3,1
sample_0071,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,3,2
sample_0072,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,4,0
sample_0073,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,4,1
sample_0074,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,107,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_107,0,chrome,107,0,0,0,4,2
sample_0075,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,0,0
sample_0076,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,0,1
sample_0077,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,0,2
sample_0078,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,1,0
sample_0079,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,1,1
sample_0080,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,1,2
sample_0081,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,2,0
sample_0082,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,2,1
sample_0083,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,2,2
sample_0084,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,3,0
sample_0085,0,16,19,5,8,1,1,1,1,1,0,1660422294,16,1,1,4,2,2,1,2026830629,2026830629,1,2,1,1,1,1,1,18,1770338019,1,1,1,2052927498,1,1,1,0,108,0,0,0,0,0,0,1,1,1,1,3,1,1,3,chrome_108,0,chrome,108,0,0,0,3,1
